problem_id,problem_description,problem_paper,problem_year,facts_id,fact_description,匹配_x,cases_id,case_description,匹配_y
4403,青岛文化产业发展存在自主创新能力不足，以复制借鉴为主，缺乏独特元素和高质量作品,文化产业发展管理研究——以青岛市为例,2016,4403_4,文化产业分为核心层、衍生层和融合层三个层次，具有创新性、知识密集性、价值创造性和产业融合性四个特征,1,4403_3,2015年青岛举办国际乐器及文化产业博览会，由艺术天下主办、多方机构联合承办，展示文化产业融合特性,1
3209,现有农地使用权市场存在哪些问题需要解决？,让市场配置农地资源：劳动力转移与农地使用权市场发育,2015,3209_3,2013年“千村调查”样本中54.8%的农地流出方选择保留承包权仅转让经营权,1,3209_3,云南省农场工商注册登记减免费用、江苏昆山规模化经营农地补贴（每年每亩400元）、福建加强信贷力度等政策促进土地流转,1
519,农村公共品的总供给不足而城乡公共品供给差距巨大,论公共经济理论与中国农村公共品供给体系的完善,2010,519_5,财政转移支付制度缺乏规范性，乡镇政府支出刚性增长与财源支持不足形成矛盾,1,519_3,部分地区建设仅具政绩效应的公共产品（如政绩工程），未妥善使用公共资金且未满足农民实际需求,1
6134,如何将财政发展道路的一般性与特殊性结合起来，讲好中国的财政故事,始终服从和服务于社会主义现代化强国建设——新中国财政70年发展的历史逻辑、实践逻辑与理论逻辑,2019,6134_5,财政收入主要形式在计划经济时期为公有制企业利润上缴,1,6134_1,1954年邓小平指出财政建设需保障过渡时期总路线，通过高度集中的财政体制建立社会主义工业化基础,1
6134,如何将财政发展道路的一般性与特殊性结合起来，讲好中国的财政故事,始终服从和服务于社会主义现代化强国建设——新中国财政70年发展的历史逻辑、实践逻辑与理论逻辑,2019,6134_5,财政收入主要形式在计划经济时期为公有制企业利润上缴,1,6134_3,改革开放初期财政包干制赋予地方财政自主权，导致地方保护主义与'两个比重'下降的矛盾,1
6134,如何将财政发展道路的一般性与特殊性结合起来，讲好中国的财政故事,始终服从和服务于社会主义现代化强国建设——新中国财政70年发展的历史逻辑、实践逻辑与理论逻辑,2019,6134_5,财政收入主要形式在计划经济时期为公有制企业利润上缴,1,6134_2,1994年分税制改革通过建立市场化财政体制，既保障中央宏观调控能力又引导地方自主财力扩张,1
6223,如何通过供给侧结构性改革实现稳就业与扩内需的平衡？,中国经济稳中求进的优先目标及其宏观政策取向,2019,6223_3,国际货币基金组织（IMF）测算显示：2008年23个发达国家平均税负水平为30%，24个发展中国家平均税负水平为20%。,1,6223_1,20世纪70年代后智能机器的出现导致企业对人工需求不再刚性，工资率上升时失业率可能反升。例如，企业用机器替代人工，引发结构性失业问题。,1
7517,文化企业创新能力不足，文化科技成果转化机制欠缺,党的十八大以来我国文化产业发展的成就、经验与展望,2022,7517_2,文化及相关产业法人单位数由2012年末的66.3万个增长到2019年末的209.3万个,1,7517_1,浙江省建立文化资源数据库，实现特色文化内容的快速检索和信息化转化，推动文化与科技融合创新,1
4862,如何解决高教育劳动力相对供给与教育溢价之间的内生性问题？,大学扩招如何影响高等教育溢价？,2017,4862_2,2003年大学扩招后毕业生对劳动力市场的供给冲击表现为：26~30岁组群高教育有效劳动供给比值从2.1提高到5.7,1,4862_1,基于1952年各省份高校在校生人数构建工具变量，分析2003年后年轻组（26~30岁）高教育劳动力供给冲击：通过散点图显示1952年高校在校生人数与2003~2009年年轻组相对供给的正相关性，作为解决内生性问题的自然实验设计,1
4859,子公司盈利能力差异如何影响货币政策与集中负债模式之间的关系？,货币政策与集团企业负债模式研究,2017,4859_7,集中负债模式对集团整体过度投资抑制作用在货币政策宽松期更显著（模型2和3的回归结果）,1,4859_1,2003-2013年沪深A股上市公司样本中，母公司有息负债≥合并报表有息负债且母公司其他应收款>合并报表其他应收款的企业被界定为集中负债案例,1
8684,为何民营企业相比国有企业对公积金最低缴存比例下调政策具有更显著的就业促进效应？,住房公积金降费的稳就业效果及其解释,2024,8684_2,基准回归样本包含621576家企业，其中处理组企业占比未明确数值，控制组企业保持原有缴存比例,1,8684_1,2018年住建部联合多部门出台《关于改进住房公积金缴存机制进一步降低企业成本的通知》，要求各省市将公积金最低缴存比例统一降低至5%，南京、驻马店等7个城市作为政策实施处理组，其他城市保持原缴存比例作为控制组,1
8684,为何民营企业相比国有企业对公积金最低缴存比例下调政策具有更显著的就业促进效应？,住房公积金降费的稳就业效果及其解释,2024,8684_2,基准回归样本包含621576家企业，其中处理组企业占比未明确数值，控制组企业保持原有缴存比例,1,8684_2,徐州市、长沙市等5个城市在2019年后调整最低缴存比例，苏州市、南通市在2020年下调，这些样本被剔除基准回归后采用多期DID方法检验稳健性,1
3232,基金的现金持有量与未来股市回报率的关系是否能作为衡量基金经理投资能力的有效代理变量？,基金的现金持有量能预测基金经理的投资能力吗？,2015,3232_4,回归方程（3）中，账面市值比因子（HML）与SkillDummy的交互项系数显著为负，表明有预测能力的基金经理偏好低账面市值比的股票。,1,3232_2,有预测能力的基金经理持有更多成长股（账面市值比较低的股票），这类股票在我国股票市场中对应大众媒体所说的“题材股”，具有可炒作的话题性特征。,1
97,在发展中国家，产业集聚与企业规模之间是否存在正向关系？,产业集聚与企业规模——来自中国的证据,2010,97_2,使用1920年中国区域人口分布作为工具变量验证产业集聚效应,1,97_1,北京汇源饮料食品集团有限公司在山东济南、山西右玉等地设立6个分支机构，国家统计局将这些分支机构视为6个独立企业进行统计,1
5719,中国企业全球生产链位置演变的内在机制是什么,中国企业嵌入全球生产链的位置及变动机制研究,2018,5719_6,持续进出口企业样本包含14419家出口企业和12603家进口企业,1,5719_4,加工贸易企业通过进口高技术中间品提升进口生产链位置,1
5719,中国企业全球生产链位置演变的内在机制是什么,中国企业嵌入全球生产链的位置及变动机制研究,2018,5719_6,持续进出口企业样本包含14419家出口企业和12603家进口企业,1,5719_1,Lall等（2005）发现南亚地区过度依赖纺织品出口处于价值链低端环节,1
6424,财政“省直管县”改革对市级政府税收征管的激励作用是否存在异质性，具体如何受土地财政能力影响？,财政层级改革与税收征管激励重构——以财政“省直管县”改革为自然实验的研究,2020,6424_1,1994-2012年间税收收入占我国财政总收入的比例平均值达到95%,1,6424_4,扩权强县改革作为对照组，通过剔除该样本验证财政“省直管县”改革的独立影响,1
6424,财政“省直管县”改革对市级政府税收征管的激励作用是否存在异质性，具体如何受土地财政能力影响？,财政层级改革与税收征管激励重构——以财政“省直管县”改革为自然实验的研究,2020,6424_1,1994-2012年间税收收入占我国财政总收入的比例平均值达到95%,1,6424_1,福建省于2003年10月22日颁布《关于加快县域经济发展的若干意见》，规定自2004年起实施财政“省直管县”改革，涉及税收划分和转移支付调整,1
2044,贸易自由化对本土企业与外资企业的出口动态影响是否存在显著差异？,贸易自由化、企业异质性与出口动态——来自中国微观企业数据的证据,2013,2044_1,1998-2007年关税数据包含HS6位码进口关税税率，其中2001-2007年数据来自WTO Tariff Download Facility数据库，1998-2000年HS8位码数据来自世界银行WITS数据库。,1,2044_3,"印度尼西亚1991-2001年制造业普查数据（Amiti & Konings, 2007）表明中间投入品关税减让对生产率提升的作用是最终品关税减让的两倍。",1
4986,如何实现家族企业基业长青的内外部因素整合,新经济时代家族企业转型与发展——第十二届创业与家族企业国际研讨会侧记,2017,4986_4,周生春教授强调资本扩张导致家族企业控制权异化风险,1,4986_5,正大集团在不同生命周期阶段平衡家族逻辑与市场逻辑,1
